Nom de famille;Nom de fournisseur;Nom de produit;Date ANDEVA;Date INRS;info date (1,2,3,4,5,6,7,8);Type d'amiante;Type d'utilisation;Nouveau nom
Revetements de sols en dalles ou en rouleaux;SIRS;BALLADE DECOR;07/1990;;;;;
Revetements de sols en dalles ou en rouleaux;SIRS;BALLADE SI DECOR;07/1985;;;;;
Revetements de sols en dalles ou en rouleaux;SARLINO;COLOVINYL;07/1985;;;;;
Revetements de sols en dalles ou en rouleaux;IND. REMOISE DU LINOLEUM FORBO-SARLINO;COLOVINYL-SARLINO;;;;;;
Revetements de sols en dalles ou en rouleaux;;DALAMI;07/1988;;;Amiante;Dalle;
Revetements de sols en dalles ou en rouleaux;DALAMI (ETERNIT) SUDISOL;DALFLEX;09/1986;1982;;;;
Revetements de sols en dalles ou en rouleaux;SIRS;DALLE SI DECOR;;;;;;
Revetements de sols en dalles ou en rouleaux;SOMMER;DALLE BALADE;07/1988;;;;;
Revetements de sols en dalles ou en rouleaux;DALAMI;DALLE SI;07/1988;;;;;
Revetements de sols en dalles ou en rouleaux;SOMMER;DALLE SOL;07/1990;;;;;
Revetements de sols en dalles ou en rouleaux;MARECHAL;DALIDAL/DECORA;;;;;;
Revetements de sols en dalles ou en rouleaux;SIRS;DALSOL DECOR;1982;;;;;
Revetements de sols en dalles ou en rouleaux;SIRS;DALLE SI DECOR;;;;;;
Revetements de sols en dalles ou en rouleaux;SIRS;DALFLEX DECOR;;;;;;
Revetements de sols en dalles ou en rouleaux;DALAMI;DARFLEX;1982;;;;;
Revetements de sols en dalles ou en rouleaux;DALAMI;DARFLEX DECOR;07/1990;;;;;
Revetements de sols en dalles ou en rouleaux;SOMMER;DARFLEX DECOR;10/1986;;;;;
Revetements de sols en dalles ou en rouleaux;SIRS;DARFLEX DECOR;10/1986;;;;;
Revetements de sols en dalles ou en rouleaux;SOMMER;DARFLEX SUPER;10/1986;;1;Chrysotile;Revetement;
Revetements de sols en dalles ou en rouleaux;DLW FRANCE;DELIFLEX FK;12/1978;;;;;
Revetements de sols en dalles ou en rouleaux;AMSTRONG CORK;EXCELON TRA (M);07/1986;;;;;
Revetements de sols en dalles ou en rouleaux;AMSTRONG;EXCELLON TRA (N);07/1980;;;;;
Revetements de sols en dalles ou en rouleaux;AMSTRONG CORK;EXCELON TRAVERT;07/1982;;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND;GERFLOR;07/1982;;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND;GERFLOR SRS;;;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 600;07/1981;1979;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 900;07/1981;1979;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 1100;07/1981;;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 1200;07/1981;;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 4000;1979;1980;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR SR;1980;1979;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR SRS;1980;1979;;;;
Revetements de sols en dalles ou en rouleaux;SARLINO;NOVILON;1979;;;;;
Revetements de sols en dalles ou en rouleaux;PATURET-DUBOIS et FILS;PADUSOL;07/1978;;;;;
Revetements de sols en dalles ou en rouleaux;DEUTSCHE LINOLEUM;PLASTINO RELIEF;01/1995;;;;;
Revetements de sols en dalles ou en rouleaux;DEUTSCHE LINOLEUM;PREAFLEX;10/1977;;;;;
Revetements de sols en dalles ou en rouleaux;STE DU LINOLEUM;PREFLEX;07/1981;;;;;
Revetements de sols en dalles ou en rouleaux;GERLAND;VALSOL SUPER;11/1988;;;;;
Revetements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VENILIA;;;;;;
Revetements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VENILIA ROMAGNE;07/1987;;;;;
Revetements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VINYLE AMIANTE;;;;;;
Portes;ISBA/FERODO;BLOC PORTE AVEC PANOCELL;;;;;;
Portes;LUTERMAX-STIMEX;BLOC PORTE PICAL;;;;;;
Portes;LUTERMAX-STIMEX;ASBETOLUX;;;;;;
Portes;LUTERMAX-STIMEX;PROMABEST;;;;;;
Portes;COUCHEROUX;ISOFEU;;;;;;
Portes;MINEUR-BECOURT;PORTES COULISSANTES ET PIVOTANTES AVEC PICAL;;;;;;
Portes;KRIEG et ZIVY;PORTE PALIERE;;;;;;
Portes;PRIM/STE;PLASTIQUES RENFORCES PORTE PALIERE AVEC COTON D'AMIANTE;;;;;;
Chaudières;;AIRLEC;;;;;;
Chaudières;;APPLIMO;;;;;;
Chaudières;;AUER;;;;;;
Chaudières;CALDER;(CARTON d'AMIANTE);1975;;;;;
Chaudières;BAUKNECHT;(PLAQUES);1981;;;;;
Chaudières;BOULLET;(PANNEAU CENTRAL);;;;;;
Chaudières;;CAMPA;;;;;;
Chaudières;;CIE EUROP. ELECRO. THER;;;;;;
Chaudières;;DE DIETRICH THERMIQUE;;;;;;
Chaudières;DEVILLE;JOINTS;1990;;;;;
Chaudières;;LAIDET;;;;;;
Chaudières;;STE NOUVELLE LEMERCIER;;;;;;
Chaudières;NOIROT;(RESISTANCE SUR AMIANTE);1982;;;;;
Chaudières;;SERMES SIEMENS;;;;;;
Chaudières;;STIEBEL ELTRON France;;;;;;
Chaudières;;THERMEREM;;;;;;
Chaudières;;THERMOR;1985;;;;;
Chaudières;;VERGER DELPORTE;;;;;;
Portes d'ascenseur;SBM/SCHMID-BRUNETON-MORIN;(AMIANTE CAOUTCHOUTE);;;;;;
Portes d'ascenseur;;MATHER + PLATT WORMALD;;;;;;
Portes d'ascenseur;LUNMINY GATTI BOUZO;(ASBESTOLUX);;;;;;
Portes d'ascenseur;BOULLET;(ASBESTOLUX ASBESTING);;;;;;
Portes d'ascenseur;FORMICA;(FEUILLE D'AMIANTE);;;;;;
Portes d'ascenseur;SATM;RIDEAU COUPE FEU;;;;;;
Portes d'ascenseur;SATM;(FEUILLE D'AMIANTE ENTRE ACIER ONDULE);;;;;;
Portes d'ascenseur;GATTI;LUMINY;;;;;;
Portes d'ascenseur;GATTI;(ASBESTOLUX);;;;;;
Portes d'ascenseur;PEIGNEN;(PANOCELLL);;;;;;
Portes d'ascenseur;ROUX-COMBALUZIER (SCHINDLER);(PANOCELLL);;;;;;
Portes d'ascenseur;GUBRI-PORTAVIA;(PANOCELL, MARINITE, ASBESTOLUX);;;;;;
Portes d'ascenseur;ASCINTER-OTIS;(PICAL);;;;;;
Portes d'ascenseur;BON ET NAGA;(PICAL);;;;;;
Portes d'ascenseur;DRECK;(PICAL);;;;;;
Portes d'ascenseur;FICHET BAUCHE;(PICAL);;;;;;
Portes d'ascenseur;FRIMEX;(PICAL);;;;;;
Portes d'ascenseur;MINEUR-BECOURT;(PICAL);;;;;;
Portes d'ascenseur;POLYPLAC;(PICAL);;;;;;
Portes d'ascenseur;RENITEX;(PICAL);;;;;;
Portes d'ascenseur;ATEMO;(PLAQUES D'AMOSITE);;;;;;
Portes d'ascenseur;PORTAVIA;voir GUBRI;;;;;;
Portes d'ascenseur;BICHON-RAYNAL;PORTE BR;;;;;;
Portes d'ascenseur;SCHINDLER;PORTE D'ASCENSEUR AVEC CARTON D'AMIANTE;;;;;;
Radiateurs;;AIRLEC;;;;;;
Radiateurs;;APPLIMO;;;;;;
Radiateurs;;AUER;;;;;;
Radiateurs;CADLER;(CARTON D'AMIANTE);1975;;;;;
Radiateurs;BOULLET;(PANNEAU CENTRAL);;;;;;
Radiateurs;BAUKNECHT;(PLAQUES);1981;;;;;
Radiateurs;;CAMPA;;;;;;
Radiateurs;;Cie EUROP. ELECTRO THER.;;;;;;
Radiateurs;;DE DIETRICH THERMIQUE;;;;;;
Radiateurs;DEVILLE;(JOINTS);1990;;;;;
Radiateurs;;LAIDET;;;;;;
Radiateurs;;STE NOUV. LERMERCIER;;;;;;
Radiateurs;NOIROT;(RESISTANCE SUR AMIANTE);1982;;;;;
Radiateurs;;SERMES;;;;;;
Radiateurs;;SIEMENS;;;;;;
Radiateurs;;STIEBEL ELTRON FRANCE;;;;;;
Radiateurs;;THERMEREN;;;;;;
Radiateurs;;THERMOR;1985;;;;;
Radiateurs;;VERGER DELPORTE;;;;;;
UNKNOWN-FAMILY;ISOMACO,CMA;ASBESTOSPRAY;;;;;;
UNKNOWN-FAMILY;ROXOR,CAFCO-EUROPE;CAFCO - BLAZE-SHIELD D CAFCOTE;;;;;;
Isolant thermique;CAOUREP SA;CAOUREP LM 77/77;04/1997;;3;Chrysotile;;
UNKNOWN-FAMILY;FERLAM;FIBRETTE;;;;;;
Isolant thermique;DFC;FIBROCIMENT;1996;;;Chrysotile;;
Isolant thermique;DFC;FLOC D'AMIANTE;1996;;;Chrysotile;;
UNKNOWN-FAMILY;ITA;ITAMIANTE;;;;;;
UNKNOWN-FAMILY;WANNER, FERODO, TURNERS;LIMPET;;;;;;
UNKNOWN-FAMILY;SPRAYED INSULATION (GB), CARON, DEP. PROC. FRIMEX (F);SILBESTOS;;;;;;
UNKNOWN-FAMILY;ISOMACO;SPRAYCRAFT C;;;;;;
UNKNOWN-FAMILY;LES ISOLANTS D'AQUITAINE, BORDEAUX;VERMIANTE;;;;;;
UNKNOWN-FAMILY;LES ISOLANTS D'AQUITAINE, BORDEAUX;VERMIFIBRE;;;;;;
UNKNOWN-FAMILY;ETERNIT, AGRIPLAQUE;;;;;;
UNKNOWN-FAMILY;DFC;AJR 00A;1996;;;;;
UNKNOWN-FAMILY;EMAILLERIE ALSACIENNE;ALSA CB AC;02/1993;;;;;
UNKNOWN-FAMILY;ISOVER ST-GOBAIN;AMIABEL SAFARI;1986;;;;;
UNKNOWN-FAMILY;BRISOTTO;ARDEN;02/1985;;;;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;ARDOISE ETERNIT;07/1992;;;;;
Amiante-ciment;EVERITE;ARDOISE THELEME (anc. ARMOR);02/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ETERNIT;ARDOISE TN NOIR;;;6;Amiant;;
UNKNOWN-FAMILY;EVERITE;ARMOR;;;;;;
UNKNOWN-FAMILY;ISOTHELME;ASBESTEX 3 C;;;;;;
UNKNOWN-FAMILY;SERCI/ISOTHELME;ASBESTEX;;;;;;
Amiante-ciment;ISOTHELME;ASBESTEX 3 C;;;;Chrysotile;;
Amiante-ciment;ISOTHELME;SPECIAL VERRERIE;;;;Chrysotile;;
UNKNOWN-FAMILY;EVERITE;ASBESTHIG;;;;;;
UNKNOWN-FAMILY;EVERITE;ASBESTOLUX;1984;;;;;
UNKNOWN-FAMILY;ETERNIT;BARDENIT;;;;;;
UNKNOWN-FAMILY;ETERNIT;BARTENIT;12/1979;;;;;
UNKNOWN-FAMILY;ETERNIT;BARDENIT;07/1979;;;;;
UNKNOWN-FAMILY;EVERITUBE;CANALIT;03/1977;;;;;
UNKNOWN-FAMILY;EVERITUBE;CANALIT PL PG n° 5/77-185;04/1981;;;;;
UNKNOWN-FAMILY;EVERITUBE;CANALIT PL PG n° 5/79-253;04/1981;;;;;
UNKNOWN-FAMILY;EVERITUBE;CANALIT n° 5/73-39;03/1977;;;;;
UNKNOWN-FAMILY;EVERITUBE;CANALIT n° 5/81-342;04/1987;;;;;
UNKNOWN-FAMILY;EVERITE;CANALITE 235;;;;;;
UNKNOWN-FAMILY;EMAILLERIE ALSACIENNE;CB AC;10/1986;;;;;
UNKNOWN-FAMILY;EMAILLERIE ALSACIENNE;CBL;04/1980;;;;;
UNKNOWN-FAMILY;EMAILLERIE ALSACIENNE;CBP;04/1980;;;;;
UNKNOWN-FAMILY;ISOSTA;CELLOSTA n° 6/75-33;11/1986;;;;;
UNKNOWN-FAMILY;ISOSTA;CELLOSTA n° 6/77-52;11/1986;;;;;
UNKNOWN-FAMILY;CHP;CHP;02/1995;;;;;
UNKNOWN-FAMILY;FILLOD;CLT 2/74-12;05/1982;;;;;
UNKNOWN-FAMILY;FILLOD;CLT2/82-67;05/1982;;;;;
Amiante-ciment;ETERNIT;COLORAGRI FR CC;06/1996;;3;Chrysotile;;
Amiante-ciment;ETERNIT;COLORONDE FR; FR CC;06/1996;3;Chrysotile;;
UNKNOWN-FAMILY;ETERNIT; COLORONDE;;;;;;
UNKNOWN-FAMILY;COMM. D'EXP. INDUS.;CS 51;environ 1985;;7;Amiante;;
Bardage;ECONEX-SOFILEX;DALMALIT;01/1990;;1;Amiante;;
UNKNOWN-FAMILY;DBF;DBF;02/1985;;;;;
UNKNOWN-FAMILY;SFIC;DURASTEEL;;;;;;
UNKNOWN-FAMILY;BUCHTAL, CASCO NOBEL et ETERNIT INDUSTRIES;EBC;;;;;;
UNKNOWN-FAMILY;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ECONEX;03/1991;;;;;
UNKNOWN-FAMILY;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ECONEXTYPE CF;03/1991;;;;;
UNKNOWN-FAMILY;COMPTOIR TUILIER DU NORD;EPIPLAQUE 5/76-171;07/1982;;;;;
UNKNOWN-FAMILY;COMPTOIR TUILIER DU NORD;EPIPLAQUE 5/78-222;07/1982;;;;;
UNKNOWN-FAMILY;PACEMA;ETERBRIC;02/1992;;;;;
Bardage;ETERNIT;ETERCOLOR;09/1982;;3;Chrysotile;;
Tuyaux;ETERNIT;ETER-DRAIN;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ETERNIT;ETERNA;;;;;;
UNKNOWN-FAMILY;ETERNIT;ETERNIT;12/1977;;;;;
Plan;ETERNIT;ETERPLAN;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;ETERPLAN REVETE n° 2/84-91;06/1988;;;;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;ETERPLAN REVETE n° 2/85-111;06/1988;;;;;
UNKNOWN-FAMILY;ETERNIT;ETER ROC;;;;;;
UNKNOWN-FAMILY;ETERNIT;ETER ROC CS;;;;;;
Tuyaux;ETERNIT;ETER-ROC 12000;06/1996;;3;Chrysotile;;
Tuyaux;ETERNIT;ETER-ROC 18000 CS;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;EVERITE; EVERIFEU;;;;;;
Amiante-ciment;EVERITE;EVERIPLAN;02/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;TECTOR (EVERITE);EVERISOL;;;;;;
UNKNOWN-FAMILY;EVERITUBE;EVERISOL;12/1987;;;;;
UNKNOWN-FAMILY;EVERITE;EVERISOL;07/1992;;;;;
UNKNOWN-FAMILY;EVERITE;EVERITE;;;;;;
UNKNOWN-FAMILY;EVERITE;EVERITHERM;;;;;;
UNKNOWN-FAMILY;TECTOR;EVERITHERM;01/1994;;;;;
UNKNOWN-FAMILY;EVERITE;EVERITUBE;;;;;;
UNKNOWN-FAMILY;EVERITUBE;EVERMETIC;04/1984;;;;;
UNKNOWN-FAMILY;PONT A MOUSSON;EVERMETIC L;;;;;;
UNKNOWN-FAMILY;QUILLE;FACISOL 85;04/1987;;;;;;
UNKNOWN-FAMILY;QUILLE;FACISOL 85-90 (VARIANTES E1 et E2 seulement);;;;;;
UNKNOWN-FAMILY;STE DU FIBROCIMENT, TRIEL;FIBROCIMENT;;;;;;
Bardage;ECONEX-SOFILEX; FRANCOLIT;01/1990;;1;Amiante;;
UNKNOWN-FAMILY;EVERITE;FRANCONIT;;;;;;
UNKNOWN-FAMILY;EMAILLERIE ALSACIENNE;GBK;04/1980;;;;;
UNKNOWN-FAMILY;ATMB;GECELLPLAN 6/73-5;10/1986;;;;;
UNKNOWN-FAMILY;ATMB;GECELLPLAN 6/79-121;10/1986;;;;;
UNKNOWN-FAMILY;ATMB;GECELLPLAN 6/80-130;10/1986;;;;;
Plan;ETERNIT;GLASAL;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;FERLAM - ETERNIT ST-ELO à TRIEL;GLASAL ELO VULCAL;;;;;;
Plan;FERLAM - ETERNIT ST-ELO à TRIEL;GRANITAL;juin 1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ALUSUISSE;ICKLER CLICKPRE;05/1981;;;;;
UNKNOWN-FAMILY;ETERNIT;ISOLONDE;;;;;;
UNKNOWN-FAMILY;;ISONIFLEX;;;;;;
UNKNOWN-FAMILY;;INSONIT;;;;;;
UNKNOWN-FAMILY;ETERNIT;INTERLISS CS;06/1995;;;;;
UNKNOWN-FAMILY;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ISOFARGE 6.1;03/1991;;;;;
UNKNOWN-FAMILY;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ISOFARGE 6.2;03/1991;;;;;
UNKNOWN-FAMILY;FIBROCIMENT de POISSY;ISOFIBRO;;;;;;
UNKNOWN-FAMILY;;ISOLEX;;;;;;
UNKNOWN-FAMILY;;ISOLANTS D'AQUITAINE (LES);;;;;;
UNKNOWN-FAMILY;ISOSTA;ISOSTA;11/1986;;;;;
UNKNOWN-FAMILY;ISOSTA;ISOSTA CB AC;12/1992;;;;;
UNKNOWN-FAMILY;ISOSTA;ISOSTA CB AC n° 2/92-277;;;;;;
UNKNOWN-FAMILY;ISOLBA;ISOTEX 100;07/1994;;;;;
Plan;ETERNIT;ISOTONE;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;JOSSERMOZ;JOSSERMOZ AC;06/1980;;;;;
UNKNOWN-FAMILY;PREFABRICATION MODERNE;KAPPA GL;11/1986;;;;;
UNKNOWN-FAMILY;POLYPLAC;KLEGEPAN;12/1979;;;;;
UNKNOWN-FAMILY;LRC; LRC 124 n° 2/81-64;07/1984;;;;;
UNKNOWN-FAMILY;LRC; LRC 124 n° 2/84-90;11/1985;;;;;
UNKNOWN-FAMILY;COPREBAT;MAISON 124;04/1988;;;;;
Amiante-ciment;ETERNIT;MANSARD;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;CAPE INDUSTRIAL PRODUCTS;MARINITE 36 & 45;1979;;;;;
UNKNOWN-FAMILY;MATFOR;MATFOR;;;;;;
UNKNOWN-FAMILY;MATRA;MATRA 2;12/1979;;;;;
UNKNOWN-FAMILY;EVERITUBE;MAXIPLAQUE N° 5/73-38;06/1977;;;;;
UNKNOWN-FAMILY;EVERITUBE;MAXIPLAQUE N° 5/80-283;10/1981;;;;;
UNKNOWN-FAMILY;EVERITUBE;MAXIPLAQUE N° 5/81-364;01/1987;;;;;
UNKNOWN-FAMILY;ETERNIT;MENUISERITE;;;;;;
UNKNOWN-FAMILY;ETERNIT;SUPER-MENUISERITE;;;;;;
Panneau;MIGUET/EVERITE;MIG 21;09/1985;;5;Amiante;;
UNKNOWN-FAMILY;EVERITE;MIG 21;;;;;;
UNKNOWN-FAMILY;BUTINCO et WANNER-ISOFI;NESLO;;;;;;
Bardage;ECONEX-SOFILEX;NOVOLIT;01/1990;;1;Amiante;;
UNKNOWN-FAMILY;ONDACIER;ONDACIER;;;;;;
Plan;ETERNIT;PANELO 1000;06/1996;;3;Chrysotile;;
Plan;ETERNIT;PANELO 2000;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ATMB;PANELOLIEGE;10/1986;;;;;
UNKNOWN-FAMILY;POLYPLAC;PANELOLIEGE SP;12/1979;;;;;
UNKNOWN-FAMILY;;PANOLAND;;;;;;
Amiante-ciment;EVERITE;PLAQUE ONDULEE EVERITE;02/1996;;3;Chrysotile;;
Amiante-ciment;ETERNIT;PLAQUE ONDULEE TN;06/1996;;3;Chrysotile;;
Amiante-ciment;ETERNIT;PLAQUE ONDULEE TN FR;06/1996;;3;Chrysotile;;
Amiante-ciment;ETERNIT;PLAQUE ONDULEE TN FR CC;06/1996;;3;Chrysotile;;
Amiante-ciment;ETERNIT;PLAQUE PLANE FC;;;6;Chrysotile;;
UNKNOWN-FAMILY;TURNERS ASBESTOS;POILITE;;;;;;
UNKNOWN-FAMILY;POLYPLAC;POLYOLAC;12/1979;;;;;
Amiante-ciment;PROMAT;PROMABEST H;12/1983;;5;Chrysotile;;
UNKNOWN-FAMILY;ETERNIT;PST 230;04/1979;;;;;
Plan;ETERNIT;QUADRISOL 500;06/1996;;3;Chrysotile;;
Bardage;ECONEX-SOFILEX;REIBELIT;01/1990;;1;Amiante;;
Bardage;ECONEX-SOFILEX;RUSTICAL;12/1996;;1;Amiante;;
UNKNOWN-FAMILY;ATMB;SANDOLIT;10/1986;;;;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES et FISHER;SGS;;;;;;
UNKNOWN-FAMILY;SOBA;SOBALITE;;;;;;
UNKNOWN-FAMILY;ETERNIT;SOUTISOL;;;;;;
UNKNOWN-FAMILY;ETERNIT;SOUTUILE;;;;;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;SOUTUILE 1;;;;;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;SOUTUILE 65 FR;;;;;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;SOUTUILE 190 et 230 n° 5/93-990;;;;;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;SOUTUILE 190 et 230 n° 5/95-1161;;;;;;
UNKNOWN-FAMILY;EVERITUBE;STRUCTUREX BARD;;;;;;
UNKNOWN-FAMILY;EVERITUBE;STRUCTUREX COUV;03/1984;;;;;
UNKNOWN-FAMILY;ISOMECA;SYNDANIO;;;;;;
UNKNOWN-FAMILY;ISOMECA (avant TENMAT SNC);SINDANYO CS 51;07/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ISOMECA (avant TENMAT SNC);SINDANYO CS 80;07/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ISOMECA (avant TENMAT SNC);SINDANYO CS 86;07/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;FIBROCIMENT de POISSY;SUPERISOPFIBRO;;;;;;
UNKNOWN-FAMILY;EVERITE;THELEME;;;;;;
UNKNOWN-FAMILY;FIBRALITH;THERMAVETURE;10/1991;;;;;
UNKNOWN-FAMILY;KNAUF;THERMAVETURE;THERMADECO;;;;;;
UNKNOWN-FAMILY;FIBRALITH;THERMAVERTURE;10/1991;;;;;
UNKNOWN-FAMILY;FIBRALITH GIE;THERMAVERTURE;10/1995;;;;;
UNKNOWN-FAMILY;SNMI;THERMIPAN AC;10/1990;;;;;
UNKNOWN-FAMILY;SNMI;THERMIPLAN AC n° 2/90-215;;;;;;
Amiante-ciment;ETERNIT;TREGOR;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;ETERNIT INDUSTRIES;TULOISE;12/1992;;;;;
UNKNOWN-FAMILY;TURNERS ASBESTOS CIMENT;TURNALL;;;;;;
UNKNOWN-FAMILY;ETERNIT;UNIVIT;;;;;;
Tuyaux;ETERNIT;UNIVIT PLUS;06/1996;;3;Chrysotile;;
UNKNOWN-FAMILY;;VERPAL;;;;;;
UNKNOWN-FAMILY;;VERPALIT;;;;;;
UNKNOWN-FAMILY;;VEROC;;;;;;
UNKNOWN-FAMILY;;VERPALUX;;;;;;
Panneau;ISOVER ST-GOBAIN;VERTIBEL xxy (si x = 8 ou 9);1981;;5;Amiante;;
UNKNOWN-FAMILY;CIB;VETISOL VENTEL;10/1986;;;;;
Plan;ETERNIT;VULCAL;06/1996;;3;Chrysotile;;
Panneau;JOHNS-MANVILLE SA;WALLBOARD;02/1979;;3;Amiante;;
UNKNOWN-FAMILY;MANVILLE DE FRANCE;WALLBOARD;11/1977;;;;;
UNKNOWN-FAMILY;BITULAC;ALWAYS ELASTIC H;1994;;1;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;ALWAYS ELASTIC M;1994;;1;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;ALWAYS ELASTIC P;1994;;1;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;ARVYL HB FINITION;1995;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;ARVYL HB INTERMEDIAIRE;1995;;5;Chrysotile;;
Joint Bitumineux;BITUMastic;BITUJOINT;environ 1991;;1;Amiante;;
UNKNOWN-FAMILY;BITULAC;BITULATEX 583;1994;,1;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX 583 101 S;1986;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX 583 HPE;1994;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX 684 2E;1995;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX 684 R;1987;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX 684 TI;1995;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX 684 TR;1995;;1;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX STANDARD;1994;;1;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX STANDARD CIMENT EP;1983;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX STANDARD EP;1985;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX STANDARD N° 2;1981;;5;Chrysotile;;
UNKNOWN-FAMILY;BITULAC;BITULATEX STANDARD VP;1983;;5;Chrysotile;;
Enduit bitumineux;BITUMastic;BITUMastic CF;environ 1991;;1;Amiante;;
Enduit bitumineux;BITUMastic;BITUMastic CFi;environ 1991;;1;Amiante;;
Etanchéité;BITUMastic;BITUMAT;environ 1991;;1;Amiant;;
Peintures;BITULAC;BITUSEALAC EG;1983;;5;Chrysotile;;
Peintures;BITULAC; BITUSEALAC KS;KS IMPRESSION;1994;;1;Chrysotile;;
Peintures;BITULAC;BITUSEALAC SPC;1995;;1;Chrysotile;;
Peintures;BITULAC;BITUSEALAC SR;1985;;5;Chrysotile;;
Peintures;BITULAC;BITUSEALAC SR IMPRESSION;1985;;5;Chrysotile;;
Peintures;BITULAC;BITUSEALAC STANDARD;1994;;1;Amiante;;
Peintures;BITULAC;BITUSEALAC STANDARD IMPRESSION;1994;;1;Chrysotile;;
UNKNOWN-FAMILY;BITUMastic;BITUMastic;;;;;;
UNKNOWN-FAMILY;EURIDEP;BITUVINYL;;;;;;
Peintures;EURIDEP;BITUVINYL 571/70;environ 1985;;7;Amiante;;
UNKNOWN-FAMILY;BLACKSON;BLACKSON HP NOIR;1981;3;Amiante;;
UNKNOWN-FAMILY;STE CAOUREP;CAOUREP LM 77 77;;;;;;
Liant;BITUMastic;COLISOL;environ 1991;1;Amiante;;
Béton bitumineux;SCREG;COMPOFLEX;09/1995;;1;Chrysotile;;
Béton Bitumineux;SCREG;DRAINOFLEX;09/1995;;1;Chrysotile;;
UNKNOWN-FAMILY;BITUMES SPECIAUX;ENDOKOTE;;;;;;
UNKNOWN-FAMILY;BITUMES SPECIAUX;ENDOKOTE 465.92;02/1995;;1;Amiante;;
Enduit bitumineux;BITUMastic;ENDUIT 360 P;environ 1991;;1;Amiante;;
Enduits;TREMCO FRANCE (TRMCO ROOFING);ENDUIT BITUME ARME (BURMastic GLASS PLY);1994;;1;Amiante;;
Enduit bitumineux;BITUMastic;ENDUIT R 10 AC;environ 1991;;1;Amiante;;
Enduit bitumineux;BITUMastic;ENDUIT RR 25 WB;environ 1991;;1;Amiante;;
Enduits;BITULAC;ENDUIT SL 10 VT;1995;;1;Chrysotile;;
Enduits;BITULAC;ENDUIT TARPOX 1000 PA;1995;;1;Chrysotile;;
UNKNOWN-FAMILY;ETERNIT;ETER ROC CS;;;;;;
