Nom de famille;Nom de fournisseur;Nom de produit;Date ANDEVA;Date INRS;info date (1,2,3,4,5,6,7,8);Type d'amiante;Type d'utilisation;Nouveau nom;Classe supérieure
Enduit;COPRIS-ISOLATION SA ET ISOMACO; COPRISPRAY;;;;;;;
Enduit;CIDE;CRIDOFEU FA;;déc-77;3;Amiant;;;
Enduit;SEPREBA;FIBROCOAT;;mars-81;3;Amiante;;;
Enduit;ISOPHONE MARQUISE;ISIPHONE IG ET IT;nov-80;;;;;;
Enduit;PREFABRICATION MODERNE;KAPPA CL;;;;;;;
Enduit;STE PATOURET DUBOIS et FILS;RESISTOFEU;mars-88;;;;;;
Enduit de façade;CHIMIE DU BATIMENT;BETENDUIT SPECIAL JOINTS;mars-94;;1;Amiante;Joint béton;;Enduit
Enduit de façade;SUISSE; KENITEX;;;;;;;Enduit
Enduit de façade;MIPLACOL;PARMUR FILLING;nov-80;;3;Amiante;Enduit;;Enduit
Enduit de façade;UNITECTA-FRANCE;VICRIL G;;;;;;;Enduit
Enduit-plâtre de protection incendie;CFPI;ENDUIT 1000;févr-88;;1;Amiante;Enduit;;Enduit
Enduit-plâtre de protection incendie;LAMBERT INDUSTRIES;PROGYPSOL;1985;;5;Chrysotile;Plâtre;;Enduit
Enduit-plâtre de protection incendie;LAMBERT INDUSTRIES;LUTECE PROGYPSOL;1985;;5;Chrysotile;Plâtre;;Enduit
Mortier colle;;PHILPLUG;;;;;;;Colle
Mortier colle;;POLYPLUG;environ 1992;;;;;;Colle
Mortier colle;;SCOREI;;;;;;;Colle
Mortier colle;CAPEBOARD;SUPALUX S;;;;;;;Colle
Mortier colle;ETUDES ET PROMOTION DE L'ISOLATION DU BATIMENT;XTHERM-MORTIER TX 3;;sept-81;3;Chrysotile;Colle;;Colle
Mortiers de protection incendie;MIPLACOL;MORTIER ISOTECT;mars-80;;3;Amiante;Isolation thermique;;
Mortiers réfractaires;PIROBOW (GB);PYROTHERM TYPE 1;;;;;;;
Poudre à mouler;VYNICOLIT NV;VYNICOLIT 813.10.00 BLACK;;janv-96;3;Amiante;Poudre à mouler;;
Colle;CFPI;ADHESIF 81-33;déc-80;;1;Amiante;Adhésif;;
Colle;CFPI;ADHESIF 81-93;avr-76;;1;Amiante;Adhésif;;
Colle;CFPI;ADHESIF FIBRE 81-27;mars-86;;1;Amiante;Adhésif;;
Colle;SEA;ADHESIGLUE S;1987;;2;Amiante;Adhésif;;
Colle;EMFI;CALITHAN;nov-94;;1;Chrysotile;;;
Colle;KLEIBERIT CHIMIE;COLLE 596.8.A;1985;;3;Amiante;;;
Colle;KLEBERITCHIMIE;COLLE 596 8 A;;;;;;;
Colle;EMFROCKWOOLISOLATION;COLLE RW 302;;;;;;;
Colle;R SA;COLLE FIXOCLIPS;juin-82;;3;Amiante;;;
Colle;CFPI;ELEASTOLAR;;;;;;;
Colle;ROUSSELOT SA;FIXOCLIPS;;;;;;;
Colle;CFPI;FLEXTRA;juin-88;;1;Amiante;;;
Colle;CFPI;FOAMSEAL;;;;;;;
Colle;BITULAC;GELEPOX BI;;1987;5;Chrysotile;;;
Colle;SEA;GENTIA DALLE;1987;juil-80;;;;;
Colle;SOPAP;ISOCOL COLLE PU 403;juil-80;août-83;;;;;
Colle;EMFI;ISOLEMFI 5801/01 MONO;août-83;;;;;;
Colle;EMFI;ISOLEMFI 50020 A MONO;juil-95;;;;;;
Colle;EMFI;ISOLEMFI S 35;févr-96;;;;;;
Colle;CFPI;LAGTONE;avr-93;;;;;;
Colle;BASF AG;METBLOND 328 et 329;janv-93;;7;Amiante;Adhésif;;
Colle;CFPI;MONOLAR;;;;;;;
Colle;EMFI;ORDOCOL PU ASSEMBLAGE;avr-93;;1;Chrysotile;;;
Colle;EMFI;ROCKWOOL RW 301;juil-95;;1;Chrysotile;;;
Colle;EMFI;ROCKWOOL ISOLATION;févr-96;;1;Chrysotile;;;
Colle;EMFI;ROCKWOOL RW 302;févr-96;;1;Chrysotile;;;
Colle;CFPI;SEALANT;;;;;;;
Colle;CFPI;SEALFAS;;;;;;;
Colle;CFPI;STECAD;;;;;;;
Colle;CECA;TOPFIX NA 62;mai-89;;;;;;
Enduit;CHIMIE DU BATIMENT;BENTENDUIT;;;;;;;
Enduit;BITULAC;BITUSEALAC;;;;;;;
Enduit;EMFI SA;ETILANE;;;;;;;
Enduit;SEPREBA;FIBROCOAT;mars-81;;;;;;
Enduit;GEB;FILGUM;mai-91;;1;Amiante;Mastic;;
Enduit;GEB;FILGUM AF;mai-91;;4;Amiante;Mastic;;
Enduit;GEB;CORDON;mai-91;;4;Amiante;Mastic;;
Enduit;GEB;GLASTOL;mai-91;;1;Amiante;Mastic;;
Enduit;SEPREBA;RAGRECOAT;mars-81;;3;Amiante;;;
Enduit;CAOUTCHOUC D'ARGENTEUIL;RAINEX 407;juil-94;;3;Amiante;;;
Enduit;CFPI;REVETEMENT 036;déc-77;;5;Amiante;;;
Enduit;GEB;TOITUROL;mai-91;;1;Amiante;Mastic;;
Mastic;GEB;CALORIGEB;mai-91;;1;Amiante;Mastic;;
Mastic;GEB;CORDON;mai-91;;;;;;
Mastic;TREMCO;CWS;juin-94;;1;Chrysotile;;;
Mastic;CFPI;ELASTOLAR 95-44;juin-81;;4;Amiante;;;
Mastic;CFPI;ELASTOLAR 95-49;juin-82;;4;Amiante;;;
Mastic;TREMCO;FIBERMAT;;;;;;;
Mastic;GEB;FILGUM;mai-91;;;;;;
Mastic;GEB;FILGUM AF;mai-91;;;;;;
Mastic;GEB;FIRESEAL;mars-96;;3;Chrysotile;Tresses;;
Mastic;GEB;GLASTOL;;;;;;;
Mastic;SAIM;IMPERMastic 1521;mai-91;1990;;;;;
Mastic;CFPI;Mastic 60-25;juin-90;;1;Amiante;;;
Mastic;CFPI;Mastic 60-26;juin-90;;4;Amiante;;;
Mastic;CFPI;Mastic 60-30;juin-90;;5;Amiante;;;
Mastic;CFPI;Mastic 60-42;mai-90;;5;Amiante;;;
Mastic;CFPI;Mastic 60-75;mars-87;;1;Amiante;;;
Mastic;CFPI;Mastic 65-05;mars-88;;1;Amiante;;;
Mastic;CFPI;Mastic 65-06;juil-88;;1;Amiante;;;
Mastic;CFPI;Mastic 65-07;oct-80;;1;Amiante;;;
Mastic;CFPI;Mastic 65-15;juil-88;;5;Amiante;;;
Mastic;CFPI;Mastic 90-07;mai-90;;1;Amiante;;;
Mastic;CFPI;Mastic 90-10;nov-81;;1;Amiante;;;
Mastic;BITULAC;Mastic E2RS;environ 1990;;5;Chrysotile;;;
Mastic;ISOFRA;MASTIK IK 14;1995;;1;Aminate;;;
Mastic;3M;Mastic METAL SCOTCH-SEAL 800;environ 1992;;3;Amiante;;;
Mastic;RENAULT;Mastic PARE-BRISE ET SOUDURE PARPOINTS;sept-81;;3;Amiante;;;
Mastic;BITULAC;Mastic POXETAR BT;sept-96;;1;Chrysotile;;;
Mastic;BITULAC;BTL;sept-96;;1;Chrysotile;;;
Mastic;BITULAC;MASTILATEX M;1994;;1;Chrysotile;;;
Mastic;BITULAC;MASTILATEX P;1994;;1;Chrysotile;;;
Mastic;TREMCO;MONO;1995;déc-89;;;;;
Mastic;TREMCO;PENUFELT;déc-89;juin-94;;;;;
Mastic;PERENNATORWERK;PEVIT HP PARTIE A;;avr-83;3;Amiante;;;
Mastic;PERENNATOR;PEVIT HP PARTIE A;;;;;;;
Mastic;TREMCO;POLYROOF;;déc-91;1;Chrysotile;Mastic bitume;;
Mastic;TREMCO;POLYSHIM;;déc-91;1;Chrysotile;Cordon;;
Mastic;LE JOINT FRANCAIS;PR 1403 GA;avr-83;;8;;;PR 1403 GA NA;
Mastic;LE JOINT FRANCAIS;PR 1403 GB;avr-83;;8;;;PR 1403 GB NA;
Mastic;LE JOINT FRANCAIS;PR 1422 A;mai-94;;;;;;
Mastic;LE JOINT FRANCAIS;PR 1422 B;mai-94;;;;;;
Mastic;LE JOINT FRANCAIS;PR 1425 B;mai-94;;8;;;PR 1425 B NA;
Mastic;LE JOINT FRANCAIS;PR 1435;mai-94;;8;;;PR 1435 NA;
Mastic;LE JOINT FRANCAIS;PR 1436 GA;mai-94;;8;;;PR 1436 GA NA;
Mastic;LE JOINT FRANCAIS;PR 1436 GB;mai-94;;8;;;PR 1436 GB NA;
Mastic;CFPI;SEALANT J 304;environ 1993;;1;Amiante;;;
Mastic;CFPI;SEALER 30-43;mars-87;;1;Amiante;;;
Mastic;CFPI;SEALFAS GPM 45-00;oct-88;;7;Amiante;;;
Mastic;CFPI;SEALFAS GPM 4500 W;mai-77;;1;Amiante;;;
Mastic;CFPI;SEALFAS MAST 41-99;déc-90;;1;Amiante;;;
Mastic;TREMCO;SEAMSEALER;févr-88;;7;Chrysotile;;;
Mastic;BITULAC;SILENCE MARINE;juin-94;;5;Chrysotile;;;
Mastic;BITULAC;SILENCE STANDARD;1994;;1;Chrysotile;;;
Mastic;BITULAC;SILENCE STANDARD A 15;1995;;5;Chrysotile;;;
Mastic;TREMCO;TREMSHIELS BUTYL;;juin-94;7;Chrysotile;;;
Mastic;TREMCO;TRUBUTYL;juin-94;;1;Chrysotile;;;
Mastic;TREMCO;TRUBYTIL;;;;;;;
Mastic;PERENNATORWERK;TX 20001 S;juin-94;;;;;;
Mastic;PERENNATOR;TX 2001 S;juin-79;;3;Amiante;;;
Mastic;FERLAM ET PATOURET-DUBOIS et FILS;LITAFLEX;;;;;;;
Mastic;FERLAM;LITATHERM;déc-75;;3;Amiante;Isolant thermique;;
Pâte à joint;CFPI;FOAMSEL 30-45;févr-88;;1;Amiante;;;
Pâte à joint;FLERTEX;PLASTEX;sept-90;;;;;;
Pâte à joint;REINZ;REINZ SUPER SPEZIAL;1993;;7;Amiante;Materiau pour Joint;;
Peinture;CHEMOYE FRANCE;FILLER COAT BINDER 900-15;avr-84;;3;Amiante;;;
Peinture;GREGGORY;FLEXIROC HURON I RH 168;mars-85;;3;Amiante;;;
Peinture;GREGGORY;MAC GREGOR FLASH I RH 231;mai-85;;3;Amiante;;;
Peinture;GREGGORY;MAC GREGOR MISSOURI I RH 250;juin-86;;3;Amiante;;;
Peinture;BITUMastic;PEINTURES 54 S;environ 1991;;1;Amiante;;;
Peinture;GREGGORY;PEINTURE BLANCHE IRH 144;janv-84;;3;Amiante;;;
Peinture;BITULAC;TARPOX 160 km;;;;;;;
Carton;DFC;ANR 00 A;1996;;;Chrysotile;Isolant thermique;;
Carton;DFC;ANZ 00 A GRIS;1996;;;Chrysotile;Isolant thermique;;
Carton;DFC;ATR 00 A;1996;;;Chrysotile;Isolant thermique;;
Carton;FERLAM;DECOR DE LUXE;déc-75;;3;Amiante;Isolant thermique;;
Carton;DFC;DURESTOS;1996;;;Chrysotile;Isolant thermique;;
Carton;COMM. D'EXP. INDUS;DURESTOS RA 1;déc-95;;7;Chrysotile;;;
Carton;COMM. D'EXP. INDUS;DURESTOS RA 16;déc-95;;7;Chrysotile;;;
Carton;FERODO;ONDULAM;;;;;;;
Carton;PATURET-DUBOIS et FILS;PADUFLON;;;;;;;
Carton;PATURET-DUBOIS et FILS;PADUSOL;;;;;;;
Carton;PATURET-DUBOIS et FILS;PADUTEX;;;;;;;
Cloison;SGEI;PLACOFLAM;;;;;;;
Coquille;JOHNS-MANVILLE;FIBROSILEX;;;6;Amiante;Isolant thermique;;
Coquille;FERODO;ISOLFORT;;;;;;;
Coquille;FERODO;ISOLVIT;;;;;;;
Coquille;JOHNS MANVILLE;SUPEREX;;;6;amiante;Isolant thermique;;
Faux-plafonds;FERODO/FERLAM;22 ALU;juin-73;;3;Chrysotile;Isolant;;
Faux-plafonds;ISOVER;EVERITUBE;1986;;;;;;
Faux-plafonds;ISOVER;AMIABEL SAFARI;1986;;8;;;AMIABEL SAFARI II;
Faux-plafonds;FERODO/FERLAM;DECOR;juin-73;;3;Chrysotile;Isolant;;
Faux-plafonds;FERLAM;DECOR DE LUXE;;;;;;;
Faux-plafonds;FERLAM/PANOCELL;LITATHERM;;;;;;;
Faux-plafonds;FERLAM/PANOCELL;ONDUCELL;;;;;;;
Faux-plafonds;FERODO/FERLAM;PANOCELL;juin-73;;3;Chrysotile;Isolant;;
Faux-plafonds;ETERNIT;PICAL;1985;;5;Chrysotile/Amosite;Plan;;
Faux-plafonds;STRAMIT;STRAMIT;;;;;;;
Feuille;PBI;ARMIT;;;;;;;
Feuille;PBI;KEMIT;;;;;;;
Feuille;;LUTAM;;;;;;;
Feuille;PBI;TESNIT;;;;;;;
Feutre;FERODO;FERLAM;;;;;;;
Feutre;DFC;FEUTRE D'AMIANTE;1996;;;Chrysotile;Isolant Thermique;;
Feutre;SIPLAST;PARAVER;;;;;;;
Panneau;EVERITE;ETERNIT;1983;;7;Chrysotile-Grunérite;Amiante-ciment;;
Panneau;EVERITE;ASBESTOLUX;1983;;7;Chrysotile-Grunérite;Amiante-ciment;;
Panneau;ISOLAMIANTE;CAPOSIL HT 1;;;6;Amosite;Panneau isolant;;
Panneau;CAPE;CAPOSITE;;;6;Amosite;;;
Panneau;EVERS;EVERSON;;;;;;;
Panneau;FULGURIT;FULGUTEKT;;;;;;;
Panneau;ISOLAMIANTE ET MANUF. GENER. D'ISOL.;ISOLAMIANTE;;;;;;;
Panneau;MATHER + PLATT;MATHERITE;;;;;;;
Panneau;SOGECO;NORMAFEU 51 mm AMIANTE;;;;;;;
Panneau;OCTOBON;OCTOBON;;;;;;;
Panneau;FERLAM/FERODO;PANOCELL;;;;;;;
Panneau;ISOTHIG;PAROGEL;;;;;;;
Panneau;PROMAT(ETERNIT);PROMABEST;;;;;;;
Plaque;;ASBESTODUR;;;;;;;
Plaque;FERRETTITE;ASBESTOLITE;;;;;;;
Plaque;FERRETTITE;ASBETOLITH;;;;;;;
Plaque;FERLAM;ALUNINISE 81866 ALD 1;;;3;Chrysotile;;;
Plaque;FERLAM;ALUNINISE 81865 ALD 11;;;3;Chrysotile;;;
Plaque;FERLAM;ALUNINISE 81812ALD 1;;;3;Chrysotile;;;
Plaque;FERLAM;ALUNINISE 1008;;;3;Chrysotile;;;
Plaque;FERLAM;ALUNINISE 71110;;;3;Chrysotile;;;
Plaque;FERLAM;ALUNINISE 72140;;;3;Chrysotile;;;
Plaque;FERLAM;ALUNINISE 72851;;;3;Chrysotile;;;
Plaque;ISOLAMIANTE ET CAPE;CAPOSIL HT 1;;;;;;;
Plaque;;CARTON BR;;;;;;;
Plaque;GEB;CARTON D'AMIANTE;mars-96;;3;Chrysotile;;;
Plaque;;CELOBESTOS;;;;;;;
Plaque;;CORDIERITE;;;6;Chrysotile;;;
Plaque;ETERNIT;PICAL;;;;;;;
Plaque;;DURESTON;;;6;Chrysotile;;;
Plaque;;GESTERON 210;;;6;Chrysotile;;;
Plaque;;GESTERON 281;;;6;Chrysotile;;;
Plaque;;PERMANIRE;;;;;;;
Plaque;ETERNIT;PIACALUX (densité 0,7-0,9);;;;;;;
Plaque;ETERNIT;PICAL A (densité 0,5-0,7);;;;;;;
Plaque;;SOVELITE;;;6;Amiante;Isolant thermique;;
Plaque;JOHNS MANVILLE;SUPEREX;;;;;;;
Plaque;FIBROCIMENT;SUPERISOFIBRO;;;;;;;
Plaque;JOHNS MANVILLE;THERMOBESTOS;;;;;;;
Bande;FERLAM;BANDE 703;mars-96;;3;Chrysotile;;;
Bande;FERLAM;BANDE 709;mars-96;;3;Chrysotile;;;
Bande;FERLAM;BANDE 714 E;mars-96;;3;Chrysotile;;;
Bande;FERLAM;BANDE 733/734;mars-96;;3;Chrysotile;;;
Bande;FERLAM;BANDE 731/732;mars-96;;3;Chrysotile;;;
Bande;FERLAM;BANDE 737 à 739;mars-96;;3;Chrysotile;;;
Bande;FERLAM;BANDE 747 à 749;mars-96;;3;Chrysotile;;;
Bande;PROST;DIATISOL;;;;;;;
Bourrelet;FERLAM;BOURRELET 178;mars-96;;3;Chrysotile;;;
Bourrelet;JOHNS MANVILLE;CHEMPAC 2012;;;;;;;
Bourrelet;PATOURET-DUBOIS et FILS;LITAFEU;;;;;;;
Cordon;FERLAM;CODON 112;mars-96;;3;Chrysotile;;;
Cordon;FERLAM;CODON 113;mars-96;;3;Chrysotile;;;
Cordon;FERLAM;CODON 113 EKR;mars-96;;3;Chrysotile;;;
Cordon;FERLAM;CODON 192;mars-96;;3;Chrysotile;;;
Cordon;TREMCO;JS 802 Swiggle;déc-90;nov-90;;;;;
Cordon;TREMCO;POLYSHIM;déc-91;;;;;;
Cordon;TREMCO;SST 800;juin-94;;1;Chrysotile;;;
Cordon;TREMCO;TAPE 440;juin-90;;1;Chrysotile;;;
Couverture;ETERNIT INDUSTRIES;ARDOISE ETERNIT;déc-92;;;;;;
Couverture;ETERNIT INDUSTRIES;ARDOISE TULOISE;juin-77;;;;;;
Couverture;COMPTOIR TUILLIER DU NORD;EPIPLAQUE 5/76;juil-82;;;;;;
Couverture;COMPTOIR TUILLIER DU NORD;EPIPLAQUE 5/78;juil-82;;;;;;
Couverture;TECTOR EVERITE;EVERISOL;;;;;;;
Couverture;EVERITUBE;EVERISOL;déc-87;;;;;;
Couverture;EVERITE;EVERISOL;juil-92;;;;;;
Couverture;EVERITUBE;MAXIPLAQUE 5/73-38;juin-77;;;;;;
Couverture;EVERITUBE;MAXIPLAQUE 5/77-199;oct-81;;;;;;
Couverture;EVERITUBE;MAXIPLAQUE 5/80-283;oct-81;;;;;;
Couverture;EVERITUBE;MAXIPLAQUE 5/81-364;déc-96;;;;;;
Couverture;ECONEX-SOFILEX;Q;janv-87;déc-96;;;;;
Couverture;EVERITUBE;STRUCTUREX COUV. 5/80-284;mars-84;;;;;;
Couverture;EVERITUBE;STRUCTUREX COUV. 5/84-475;juil-85;;;;;;
Matelas;CAPE;MATELAS PLUTO;;;6;Amiante;Matelas;;
Tissus;FERLAM;TISSU 842/843;mars-96;;3;Chrysotile;;;
Tissus;FERLAM;TISSU 831/833;mars-96;;3;Chrysotile;;;
Tissus;FERLAM;TISSU 851/855;mars-96;;3;Chrysotile;;;
Tissus;FERLAM;TISSU 812/865;mars-96;;3;Chrysotile;;;
Tissus;FERLAM;TISSU 862/863;mars-96;;3;Chrysotile;;;
Tissus;FERLAM;TISSU 864/866;mars-96;;3;Chrysotile;;;
Tissus;FERLAM;TISSU 6110/6140;mars-96;;3;Chrysotile;;;
Tissus;FERLAM;TISSU 6200/6280;mars-96;;3;Chrysotile;;;
Tissus;FERODO;UNIDECOR;;;;;;;
Tresses;GEB;FIRESEAL;mars-96;;3;Chrysotile;;;
Tresses;;GROSSLITE;;;6;Chrysotile;;;
Tresses;;FIREFY;;;6;Chrysotile;;;
Tresses;;SOLEX;;;6;Chrysotile;;;
Tresses;;SUPER TEMPEX;;;6;Chrysotile;;;
Tresses;LATTY INTERNATIONAL;LATTY FLON 1775;févr-96;;3;Amiante;;;
Tresses;LATTY INTERNATIONAL;LATTY FLON 1789;févr-96;;3;Amiante;;;
Tresses;LATTY INTERNATIONAL;LATTY TEX 117;févr-96;;3;Amiante;;;
Tresses;LATTY INTERNATIONAL;LATTY TEX 313 INC;févr-96;;3;Amiante;;;
Tresses;LATTY INTERNATIONAL;LATTY TEX 1761 AF-AL;févr-96;;3;Amiante;;;
Tresses;PATURET-DUBOIS et FILS;PADUFLON;;;;;;;
Tresses;PATURET-DUBOIS et FILS;PADUSOL;;;;;;;
Tresses;PATURET-DUBOIS et FILS;PADUTEX;;;;;;;
Tresses;GEB;PROFEU TRESSE D'AMIANTE;;mars-96;3;Chrysotile;;;
Tresses;FERLAM;TRESSE 123 E;mars-96;;3;Chrysotile;;;
Tresses;FERLAM;TRESSE 128 E;mars-96;;3;Chrysotile;;;
Tresses;FERLAM;TRESSE 130 E;mars-96;;3;Chrysotile;;;
Tresses;GEB;TRESSE D'AMIANTE;mars-96;;3;Chrysotile;;;
Frein;ABEXEQUIPEMENTS; ABEX 331;mars-96;;;;;;
Frein;FERODO ABEX;250;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;254;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;303;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;331;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;346;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;349;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;413;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;416;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;417;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;425;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;427;fin 1996;;3;Chrysotile;Matériaux de friction;;
Frein;FERODO ABEX;121;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;200;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;203;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;231;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;251;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;253;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;301;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;309;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;311;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;334;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;335;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;336;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;342;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;355;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;360;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;383;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;385;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;386;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;388;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;389;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;411;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;470;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;481;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;503;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;508;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;532;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;608;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;618;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;631;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;640;;;6;Amiante;Matériaux de friction;;
Frein;FERODO ABEX;679;;;6;Amiante;Matériaux de friction;;
