Nom de famille;Nom de fournisseur;Nom de produit;Date ANDEVA;Date INRS;info date (1,2,3,4,5,6,7,8);Type d'amiante;Type d'utilisation;Nouveau nom;Classe supérieure
Nez de marches;FERODO;FERODO;;;;;;;
Revetements muraux;FORBO SARLINO;COLOVINYL;1983;;8;Chrysotile;;COLOVINYL AF;Revetements
Revetements muraux;CORDUAL;DECOVER;;;;;;;Revetements
Revetements muraux;FORBO SARLINO;NOVILON;1981;;1;Chrysotile;;;Revetements
Revetements muraux;FERLAM/FERODO;STRAIRLAM;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;AD DAL;07/1986;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;DALAMI;ARDOISIN;07/1985;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;;ARMAZOL;07/1990;06/1982;3;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SIRS;BALLADE DECOR;07/1990;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SIRS;BALLADE SI DECOR;07/1985;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SARLINO;COLOVINYL;07/1985;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;IND. REMOISE DU LINOLEUM FORBO-SARLINO;COLOVINYL-SARLINO;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;;DALAMI;07/1988;;;Amiante;;;Revetements
Revetements de sols en dalles ou en rouleaux;DALAMI (ETERNIT) SUDISOL;DALFLEX;09/1986;1982;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SIRS;DALLE SI DECOR;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SOMMER;DALLE BALADE;07/1988;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;DALAMI;DALLE SI;07/1988;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SOMMER;DALLE SOL;07/1990;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;MARECHAL;DALIDAL/DECORA;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SIRS;DALSOL DECOR;1982;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SIRS;DALLE SI DECOR;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SIRS;DALFLEX DECOR;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;DALAMI;DARFLEX;1982;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;DALAMI;DARFLEX DECOR;07/1990;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SOMMER;DARFLEX DECOR;10/1986;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SIRS;DARFLEX DECOR;10/1986;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SOMMER;DARFLEX SUPER;10/1986;;1;Chrysotile;;;Revetements
Revetements de sols en dalles ou en rouleaux;DLW FRANCE;DELIFLEX FK;12/1978;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;AMSTRONG CORK;EXCELON TRA (M);07/1986;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;AMSTRONG;EXCELLON TRA (N);07/1980;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;AMSTRONG CORK;EXCELON TRAVERT;07/1982;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND;GERFLOR;07/1982;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND;GERFLOR SRS;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 600;07/1981;1979;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 900;07/1981;1979;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 1100;07/1981;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 1200;07/1981;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR 4000;1979;1980;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR SR;1980;1979;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND SOLS ET REVETEMENTS;GERFLOR SRS;1980;1979;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;SARLINO;NOVILON;1979;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;PATURET-DUBOIS et FILS;PADUSOL;07/1978;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;DEUTSCHE LINOLEUM;PLASTINO RELIEF;01/1995;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;DEUTSCHE LINOLEUM;PREAFLEX;10/1977;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;STE DU LINOLEUM;PREFLEX;07/1981;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GERLAND;VALSOL SUPER;11/1988;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VENILIA;;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VENILIA ROMAGNE;07/1987;;;;;;Revetements
Revetements de sols en dalles ou en rouleaux;GRIFFINE MARECHAL;VINYLE AMIANTE;;;;;;;Revetements
Portes;ISBA/FERODO;BLOC Portes AVEC PANOCELL;;;;;;;
Portes;LUTERMAX-STIMEX;BLOC Portes PICAL;;;;;;;
Portes;LUTERMAX-STIMEX;ASBETOLUX;;;;;;;
Portes;LUTERMAX-STIMEX;PROMABEST;;;;;;;
Portes;COUCHEROUX;ISOFEU;;;;;;;
Portes;MINEUR-BECOURT;PORTES COULISSANTES ET PIVOTANTES AVEC PICAL;;;;;;;
Portes;KRIEG et ZIVY;Portes PALIERE;;;;;;;
Portes;PRIM/STE;PLASTIQUES RENFORCES Portes PALIERE AVEC COTON D'AMIANTE;;;;;;;
Chaudières;;AIRLEC;;;;;;;
Chaudières;;APPLIMO;;;;;;;
Chaudières;;AUER;;;;;;;
Chaudières;CALDER;(Cartons d'AMIANTE);1975;;;;;;
Chaudières;BAUKNECHT;(PLAQUES);1981;;;;;;
Chaudières;BOULLET;(Panneaux CENTRAL);;;;;;;
Chaudières;;CAMPA;;;;;;;
Chaudières;;CIE EUROP. ELECRO. THER;;;;;;;
Chaudières;;DE DIETRICH THERMIQUE;;;;;;;
Chaudières;DEVILLE;JOINTS;1990;;;;;;
Chaudières;;LAIDET;;;;;;;
Chaudières;;STE NOUVELLE LEMERCIER;;;;;;;
Chaudières;NOIROT;(RESISTANCE SUR AMIANTE);1982;;;;;;
Chaudières;;SERMES SIEMENS;;;;;;;
Chaudières;;STIEBEL ELTRON France;;;;;;;
Chaudières;;THERMEREM;;;;;;;
Chaudières;;THERMOR;1985;;;;;;
Chaudières;;VERGER DELPORTE;;;;;;;
Portes d'ascenseur;SBM/SCHMID-BRUNETON-MORIN;(AMIANTE CAOUTCHOUTE);;;;;;;Portes
Portes d'ascenseur;;MATHER + PLATT WORMALD;;;;;;;Portes
Portes d'ascenseur;LUNMINY GATTI BOUZO;(ASBESTOLUX);;;;;;;Portes
Portes d'ascenseur;BOULLET;(ASBESTOLUX ASBESTING);;;;;;;Portes
Portes d'ascenseur;FORMICA;(Feuilles D'AMIANTE);;;;;;;Portes
Portes d'ascenseur;SATM;RIDEAU COUPE FEU;;;;;;;Portes
Portes d'ascenseur;SATM;(Feuilles D'AMIANTE ENTRE ACIER ONDULE);;;;;;;Portes
Portes d'ascenseur;GATTI;LUMINY;;;;;;;Portes
Portes d'ascenseur;GATTI;(ASBESTOLUX);;;;;;;Portes
Portes d'ascenseur;PEIGNEN;(PANOCELLL);;;;;;;Portes
Portes d'ascenseur;ROUX-COMBALUZIER (SCHINDLER);(PANOCELLL);;;;;;;Portes
Portes d'ascenseur;GUBRI-PORTAVIA;(PANOCELL, MARINITE, ASBESTOLUX);;;;;;;Portes
Portes d'ascenseur;ASCINTER-OTIS;(PICAL);;;;;;;Portes
Portes d'ascenseur;BON ET NAGA;(PICAL);;;;;;;Portes
Portes d'ascenseur;DRECK;(PICAL);;;;;;;Portes
Portes d'ascenseur;FICHET BAUCHE;(PICAL);;;;;;;Portes
Portes d'ascenseur;FRIMEX;(PICAL);;;;;;;Portes
Portes d'ascenseur;MINEUR-BECOURT;(PICAL);;;;;;;Portes
Portes d'ascenseur;POLYPLAC;(PICAL);;;;;;;Portes
Portes d'ascenseur;RENITEX;(PICAL);;;;;;;Portes
Portes d'ascenseur;ATEMO;(PLAQUES D'AMOSITE);;;;;;;Portes
Portes d'ascenseur;PORTAVIA;voir GUBRI;;;;;;;Portes
Portes d'ascenseur;BICHON-RAYNAL;Portes BR;;;;;;;Portes
Portes d'ascenseur;SCHINDLER;Portes D'ASCENSEUR AVEC Cartons D'AMIANTE;;;;;;;Portes
Radiateurs;;AIRLEC;;;;;;;
Radiateurs;;APPLIMO;;;;;;;
Radiateurs;;AUER;;;;;;;
Radiateurs;CADLER;(Cartons D'AMIANTE);1975;;;;;;
Radiateurs;BOULLET;(Panneaux CENTRAL);;;;;;;
Radiateurs;BAUKNECHT;(PLAQUES);1981;;;;;;
Radiateurs;;CAMPA;;;;;;;
Radiateurs;;Cie EUROP. ELECTRO THER.;;;;;;;
Radiateurs;;DE DIETRICH THERMIQUE;;;;;;;
Radiateurs;DEVILLE;(JOINTS);1990;;;;;;
Radiateurs;;LAIDET;;;;;;;
Radiateurs;;STE NOUV. LERMERCIER;;;;;;;
Radiateurs;NOIROT;(RESISTANCE SUR AMIANTE);1982;;;;;;
Radiateurs;;SERMES;;;;;;;
Radiateurs;;SIEMENS;;;;;;;
Radiateurs;;STIEBEL ELTRON FRANCE;;;;;;;
Radiateurs;;THERMEREN;;;;;;;
Radiateurs;;THERMOR;1985;;;;;;
Radiateurs;;VERGER DELPORTE;;;;;;;
PRODUCT;ISOMACO,CMA;ASBESTOSPRAY;;;;;;;
PRODUCT;ROXOR,CAFCO-EUROPE;CAFCO - BLAZE-SHIELD D CAFCOTE;;;;;;;
Isolant thermique;CAOUREP SA;CAOUREP LM 77/77;04/1997;;3;Chrysotile;;;Isolant
PRODUCT;FERLAM;FIBRETTE;;;;;;;
Isolant thermique;DFC;FIBROCIMENT;1996;;;Chrysotile;;;Isolant
Isolant thermique;DFC;FLOC D'AMIANTE;1996;;;Chrysotile;;;Isolant
PRODUCT;ITA;ITAMIANTE;;;;;;;
PRODUCT;WANNER, FERODO, TURNERS;LIMPET;;;;;;;
PRODUCT;SPRAYED INSULATION (GB), CARON, DEP. PROC. FRIMEX (F);SILBESTOS;;;;;;;
PRODUCT;ISOMACO;SPRAYCRAFT C;;;;;;;
PRODUCT;LES ISOLANTS D'AQUITAINE, BORDEAUX;VERMIANTE;;;;;;;
PRODUCT;LES ISOLANTS D'AQUITAINE, BORDEAUX;VERMIFIBRE;;;;;;;
PRODUCT;ETERNIT, AGRIPLAQUE;;;;;;;;
PRODUCT;DFC;AJR 00A;1996;;;;;;
PRODUCT;EMAILLERIE ALSACIENNE;ALSA CB AC;02/1993;;;;;;
PRODUCT;ISOVER ST-GOBAIN;AMIABEL SAFARI;1986;;;;;;
PRODUCT;BRISOTTO;ARDEN;02/1985;;;;;;
PRODUCT;ETERNIT INDUSTRIES;ARDOISE ETERNIT;07/1992;;;;;;
Amiante-ciment;EVERITE;ARDOISE THELEME (anc. ARMOR);02/1996;;3;Chrysotile;;;
PRODUCT;ETERNIT;ARDOISE TN NOIR;;;6;Amiant;;;
PRODUCT;EVERITE;ARMOR;;;;;;;
PRODUCT;ISOTHELME;ASBESTEX 3 C;;;;;;;
PRODUCT;SERCI/ISOTHELME;ASBESTEX;;;;;;;
Amiante-ciment;ISOTHELME;ASBESTEX 3 C;;;;Chrysotile;;;
Amiante-ciment;ISOTHELME;SPECIAL VERRERIE;;;;Chrysotile;;;
PRODUCT;EVERITE;ASBESTHIG;;;;;;;
PRODUCT;EVERITE;ASBESTOLUX;1984;;;;;;
PRODUCT;ETERNIT;BARDENIT;;;;;;;
PRODUCT;ETERNIT;BARTENIT;12/1979;;;;;;
PRODUCT;ETERNIT;BARDENIT;07/1979;;;;;;
PRODUCT;EVERITUBE;CANALIT;03/1977;;;;;;
PRODUCT;EVERITUBE;CANALIT PL PG n° 5/77-185;04/1981;;;;;;
PRODUCT;EVERITUBE;CANALIT PL PG n° 5/79-253;04/1981;;;;;;
PRODUCT;EVERITUBE;CANALIT n° 5/73-39;03/1977;;;;;;
PRODUCT;EVERITUBE;CANALIT n° 5/81-342;04/1987;;;;;;
PRODUCT;EVERITE;CANALITE 235;;;;;;;
PRODUCT;EMAILLERIE ALSACIENNE;CB AC;10/1986;;;;;;
PRODUCT;EMAILLERIE ALSACIENNE;CBL;04/1980;;;;;;
PRODUCT;EMAILLERIE ALSACIENNE;CBP;04/1980;;;;;;
PRODUCT;ISOSTA;CELLOSTA n° 6/75-33;11/1986;;;;;;
PRODUCT;ISOSTA;CELLOSTA n° 6/77-52;11/1986;;;;;;
PRODUCT;CHP;CHP;02/1995;;;;;;
PRODUCT;FILLOD;CLT 2/74-12;05/1982;;;;;;
PRODUCT;FILLOD;CLT2/82-67;05/1982;;;;;;
Amiante-ciment;ETERNIT;COLORAGRI FR CC;06/1996;;3;Chrysotile;;;
Amiante-ciment;ETERNIT;COLORONDE FR; FR CC;06/1996;3;Chrysotile;;;
PRODUCT;ETERNIT; COLORONDE;;;;;;;
PRODUCT;COMM. D'EXP. INDUS.;CS 51;environ 1985;;7;Amiante;;;
Bardage;ECONEX-SOFILEX;DALMALIT;01/1990;;1;Amiante;;;
PRODUCT;DBF;DBF;02/1985;;;;;;
PRODUCT;SFIC;DURASTEEL;;;;;;;
PRODUCT;BUCHTAL, CASCO NOBEL et ETERNIT INDUSTRIES;EBC;;;;;;;
PRODUCT;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ECONEX;03/1991;;;;;;
PRODUCT;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ECONEXTYPE CF;03/1991;;;;;;
PRODUCT;COMPTOIR TUILIER DU NORD;EPIPLAQUE 5/76-171;07/1982;;;;;;
PRODUCT;COMPTOIR TUILIER DU NORD;EPIPLAQUE 5/78-222;07/1982;;;;;;
PRODUCT;PACEMA;ETERBRIC;02/1992;;;;;;
Bardage;ETERNIT;ETERCOLOR;09/1982;;3;Chrysotile;;;
Tuyaux;ETERNIT;ETER-DRAIN;06/1996;;3;Chrysotile;;;
PRODUCT;ETERNIT;ETERNA;;;;;;;
PRODUCT;ETERNIT;ETERNIT;12/1977;;;;;;
Plan;ETERNIT;ETERPLAN;06/1996;;3;Chrysotile;;;
PRODUCT;ETERNIT INDUSTRIES;ETERPLAN REVETE n° 2/84-91;06/1988;;;;;;
PRODUCT;ETERNIT INDUSTRIES;ETERPLAN REVETE n° 2/85-111;06/1988;;;;;;
PRODUCT;ETERNIT;ETER ROC;;;;;;;
PRODUCT;ETERNIT;ETER ROC CS;;;;;;;
Tuyaux;ETERNIT;ETER-ROC 12000;06/1996;;3;Chrysotile;;;
Tuyaux;ETERNIT;ETER-ROC 18000 CS;06/1996;;3;Chrysotile;;;
PRODUCT;EVERITE; EVERIFEU;;;;;;;
Amiante-ciment;EVERITE;EVERIPLAN;02/1996;;3;Chrysotile;;;
PRODUCT;TECTOR (EVERITE);EVERISOL;;;;;;;
PRODUCT;EVERITUBE;EVERISOL;12/1987;;;;;;
PRODUCT;EVERITE;EVERISOL;07/1992;;;;;;
PRODUCT;EVERITE;EVERITE;;;;;;;
PRODUCT;EVERITE;EVERITHERM;;;;;;;
PRODUCT;TECTOR;EVERITHERM;01/1994;;;;;;
PRODUCT;EVERITE;EVERITUBE;;;;;;;
PRODUCT;EVERITUBE;EVERMETIC;04/1984;;;;;;
PRODUCT;PONT A MOUSSON;EVERMETIC L;;;;;;;
PRODUCT;QUILLE;FACISOL 85;04/1987;;;;;;
PRODUCT;QUILLE;FACISOL 85-90 (VARIANTES E1 et E2 seulement);;;;;;;
PRODUCT;STE DU FIBROCIMENT, TRIEL;FIBROCIMENT;;;;;;;
Bardage;ECONEX-SOFILEX; FRANCOLIT;01/1990;;1;Amiante;;;
PRODUCT;EVERITE;FRANCONIT;;;;;;;
PRODUCT;EMAILLERIE ALSACIENNE;GBK;04/1980;;;;;;
PRODUCT;ATMB;GECELLPLAN 6/73-5;10/1986;;;;;;
PRODUCT;ATMB;GECELLPLAN 6/79-121;10/1986;;;;;;
PRODUCT;ATMB;GECELLPLAN 6/80-130;10/1986;;;;;;
Plan;ETERNIT;GLASAL;06/1996;;3;Chrysotile;;;
PRODUCT;FERLAM - ETERNIT ST-ELO à TRIEL;GLASAL ELO VULCAL;;;;;;;
Plan;FERLAM - ETERNIT ST-ELO à TRIEL;GRANITAL;06/1996;;3;Chrysotile;;;
PRODUCT;ALUSUISSE;ICKLER CLICKPRE;05/1981;;;;;;
PRODUCT;ETERNIT;ISOLONDE;;;;;;;
PRODUCT;;ISONIFLEX;;;;;;;
PRODUCT;;INSONIT;;;;;;;
PRODUCT;ETERNIT;INTERLISS CS;06/1995;;;;;;
PRODUCT;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ISOFARGE 6.1;03/1991;;;;;;
PRODUCT;LAFARGE NOUVEAUX MATERIAUX et SOFILEX ISOLATION;ISOFARGE 6.2;03/1991;;;;;;
PRODUCT;FIBROCIMENT de POISSY;ISOFIBRO;;;;;;;
PRODUCT;;ISOLEX;;;;;;;
PRODUCT;;ISOLANTS D'AQUITAINE (LES);;;;;;;
PRODUCT;ISOSTA;ISOSTA;11/1986;;;;;;
PRODUCT;ISOSTA;ISOSTA CB AC;12/1992;;;;;;
PRODUCT;ISOSTA;ISOSTA CB AC n° 2/92-277;;;;;;;
PRODUCT;ISOLBA;ISOTEX 100;07/1994;;;;;;
Plan;ETERNIT;ISOTONE;06/1996;;3;Chrysotile;;;
PRODUCT;JOSSERMOZ;JOSSERMOZ AC;06/1980;;;;;;
PRODUCT;PREFABRICATION MODERNE;KAPPA GL;11/1986;;;;;;
PRODUCT;POLYPLAC;KLEGEPAN;12/1979;;;;;;
PRODUCT;LRC; LRC 124 n° 2/81-64;07/1984;;;;;;
PRODUCT;LRC; LRC 124 n° 2/84-90;11/1985;;;;;;
PRODUCT;COPREBAT;MAISON 124;04/1988;;;;;;
Amiante-ciment;ETERNIT;MANSARD;06/1996;;3;Chrysotile;;;
PRODUCT;CAPE INDUSTRIAL PRODUCTS;MARINITE 36 & 45;1979;;;;;;
PRODUCT;MATFOR;MATFOR;;;;;;;
PRODUCT;MATRA;MATRA 2;12/1979;;;;;;
PRODUCT;EVERITUBE;MAXIPLAQUE N° 5/73-38;06/1977;;;;;;
PRODUCT;EVERITUBE;MAXIPLAQUE N° 5/80-283;10/1981;;;;;;
PRODUCT;EVERITUBE;MAXIPLAQUE N° 5/81-364;01/1987;;;;;;
PRODUCT;ETERNIT;MENUISERITE;;;;;;;
PRODUCT;ETERNIT;SUPER-MENUISERITE;;;;;;;
Panneaux;MIGUET/EVERITE;MIG 21;09/1985;;5;Amiante;;;
PRODUCT;EVERITE;MIG 21;;;;;;;
PRODUCT;BUTINCO et WANNER-ISOFI;NESLO;;;;;;;
Bardage;ECONEX-SOFILEX;NOVOLIT;01/1990;;1;Amiante;;;
PRODUCT;ONDACIER;ONDACIER;;;;;;;
Plan;ETERNIT;PANELO 1000;06/1996;;3;Chrysotile;;;
Plan;ETERNIT;PANELO 2000;06/1996;;3;Chrysotile;;;
PRODUCT;ATMB;PANELOLIEGE;10/1986;;;;;;
PRODUCT;POLYPLAC;PANELOLIEGE SP;12/1979;;;;;;
PRODUCT;;PANOLAND;;;;;;;
Amiante-ciment;EVERITE;Plaques ONDULEE EVERITE;02/1996;;3;Chrysotile;;;
Amiante-ciment;ETERNIT;Plaques ONDULEE TN;06/1996;;3;Chrysotile;;;
Amiante-ciment;ETERNIT;Plaques ONDULEE TN FR;06/1996;;3;Chrysotile;;;
Amiante-ciment;ETERNIT;Plaques ONDULEE TN FR CC;06/1996;;3;Chrysotile;;;
Amiante-ciment;ETERNIT;Plaques PLANE FC;;;6;Chrysotile;;;
PRODUCT;TURNERS ASBESTOS;POILITE;;;;;;;
PRODUCT;POLYPLAC;POLYOLAC;12/1979;;;;;;
Amiante-ciment;PROMAT;PROMABEST H;12/1983;;5;Chrysotile;;;
PRODUCT;ETERNIT;PST 230;04/1979;;;;;;
Plan;ETERNIT;QUADRISOL 500;06/1996;;3;Chrysotile;;;
Bardage;ECONEX-SOFILEX;REIBELIT;01/1990;;1;Amiante;;;
Bardage;ECONEX-SOFILEX;RUSTICAL;12/1996;;1;Amiante;;;
PRODUCT;ATMB;SANDOLIT;10/1986;;;;;;
PRODUCT;ETERNIT INDUSTRIES et FISHER;SGS;;;;;;;
PRODUCT;SOBA;SOBALITE;;;;;;;
PRODUCT;ETERNIT;SOUTISOL;;;;;;;
PRODUCT;ETERNIT;SOUTUILE;;;;;;;
PRODUCT;ETERNIT INDUSTRIES;SOUTUILE 1;;;;;;;
PRODUCT;ETERNIT INDUSTRIES;SOUTUILE 65 FR;;;;;;;
PRODUCT;ETERNIT INDUSTRIES;SOUTUILE 190 et 230 n° 5/93-990;;;;;;;
PRODUCT;ETERNIT INDUSTRIES;SOUTUILE 190 et 230 n° 5/95-1161;;;;;;;
PRODUCT;EVERITUBE;STRUCTUREX BARD;;;;;;;
PRODUCT;EVERITUBE;STRUCTUREX COUV;03/1984;;;;;;
PRODUCT;ISOMECA;SYNDANIO;;;;;;;
PRODUCT;ISOMECA (avant TENMAT SNC);SINDANYO CS 51;07/1996;;3;Chrysotile;;;
PRODUCT;ISOMECA (avant TENMAT SNC);SINDANYO CS 80;07/1996;;3;Chrysotile;;;
PRODUCT;ISOMECA (avant TENMAT SNC);SINDANYO CS 86;07/1996;;3;Chrysotile;;;
PRODUCT;FIBROCIMENT de POISSY;SUPERISOPFIBRO;;;;;;;
PRODUCT;EVERITE;THELEME;;;;;;;
PRODUCT;FIBRALITH;THERMAVETURE;10/1991;;;;;;
PRODUCT;KNAUF;THERMAVETURE;THERMADECO;;;;;;
PRODUCT;FIBRALITH;THERMAVERTURE;10/1991;;;;;;
PRODUCT;FIBRALITH GIE;THERMAVERTURE;10/1995;;;;;;
PRODUCT;SNMI;THERMIPAN AC;10/1990;;;;;;
PRODUCT;SNMI;THERMIPLAN AC n° 2/90-215;;;;;;;
Amiante-ciment;ETERNIT;TREGOR;06/1996;;3;Chrysotile;;;
PRODUCT;ETERNIT INDUSTRIES;TULOISE;12/1992;;;;;;
PRODUCT;TURNERS ASBESTOS CIMENT;TURNALL;;;;;;;
PRODUCT;ETERNIT;UNIVIT;;;;;;;
Tuyaux;ETERNIT;UNIVIT PLUS;06/1996;;3;Chrysotile;;;
PRODUCT;;VERPAL;;;;;;;
PRODUCT;;VERPALIT;;;;;;;
PRODUCT;;VEROC;;;;;;;
PRODUCT;;VERPALUX;;;;;;;
Panneaux;ISOVER ST-GOBAIN;VERTIBEL xxy (si x = 8 ou 9);1981;;5;Amiante;;;
PRODUCT;CIB;VETISOL VENTEL;10/1986;;;;;;
Plan;ETERNIT;VULCAL;06/1996;;3;Chrysotile;;;
Panneaux;JOHNS-MANVILLE SA;WALLBOARD;02/1979;;3;Amiante;;;
PRODUCT;MANVILLE DE FRANCE;WALLBOARD;11/1977;;;;;;
PRODUCT;BITULAC;ALWAYS ELASTIC H;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;ALWAYS ELASTIC M;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;ALWAYS ELASTIC P;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;ARVYL HB FINITION;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;ARVYL HB INTERMEDIAIRE;1995;;5;Chrysotile;;;
Joints Bitumineux;BITUMastic;BITUJOINT;environ 1991;;1;Amiante;;;Joints
PRODUCT;BITULAC;BITULATEX 583;1994;0,1;Chrysotile;;;;
PRODUCT;BITULAC;BITULATEX 583 101 S;1986;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 583 HPE;1994;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 2E;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 R;1987;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 TI;1995;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX 684 TR;1995;;1;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD;1994;;1;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD CIMENT EP;1983;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD EP;1985;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD N° 2;1981;;5;Chrysotile;;;
PRODUCT;BITULAC;BITULATEX STANDARD VP;1983;;5;Chrysotile;;;
Enduits bitumineux;BITUMastic;BITUMastic CF;environ 1991;;1;Amiante;;;Enduits
Enduits bitumineux;BITUMastic;BITUMastic CFi;environ 1991;;1;Amiante;;;Enduits
Etanchéité;BITUMastic;BITUMAT;environ 1991;;1;Amiant;;;
Peintures;BITULAC;BITUSEALAC EG;1983;;5;Chrysotile;;;
Peintures;BITULAC; BITUSEALAC KS;KS IMPRESSION;1994;;1;Chrysotile;;
Peintures;BITULAC;BITUSEALAC SPC;1995;;1;Chrysotile;;;
Peintures;BITULAC;BITUSEALAC SR;1985;;5;Chrysotile;;;
Peintures;BITULAC;BITUSEALAC SR IMPRESSION;1985;;5;Chrysotile;;;
Peintures;BITULAC;BITUSEALAC STANDARD;1994;;1;Amiante;;;
Peintures;BITULAC;BITUSEALAC STANDARD IMPRESSION;1994;;1;Chrysotile;;;
PRODUCT;BITUMastic;BITUMastic;;;;;;;
PRODUCT;EURIDEP;BITUVINYL;;;;;;;
Peintures;EURIDEP;BITUVINYL 571/70;environ 1985;;7;Amiante;;;
PRODUCT;BLACKSON;BLACKSON HP NOIR;1981;3;Amiante;;;;
PRODUCT;STE CAOUREP;CAOUREP LM 77 77;;;;;;;
Liant;BITUMastic;COLISOL;environ 1991;1;Amiante;;;;
Béton bitumineux;SCREG;COMPOFLEX;09/1995;;1;Chrysotile;;;
Béton Bitumineux;SCREG;DRAINOFLEX;09/1995;;1;Chrysotile;;;
PRODUCT;BITUMES SPECIAUX;ENDOKOTE;;;;;;;
PRODUCT;BITUMES SPECIAUX;ENDOKOTE 465.92;02/1995;;1;Amiante;;;
Enduits bitumineux;BITUMastic;Enduits 360 P;environ 1991;;1;Amiante;;;Enduits
Enduits;TREMCO FRANCE (TRMCO ROOFING);Enduits BITUME ARME (BURMastic GLASS PLY);1994;;1;Amiante;;;
Enduits bitumineux;BITUMastic;Enduits R 10 AC;environ 1991;;1;Amiante;;;Enduits
Enduits bitumineux;BITUMastic;Enduits RR 25 WB;environ 1991;;1;Amiante;;;Enduits
Enduits;BITULAC;Enduits SL 10 VT;1995;;1;Chrysotile;;;
Enduits;BITULAC;Enduits TARPOX 1000 PA;1995;;1;Chrysotile;;;
PRODUCT;ETERNIT;ETER ROC CS;;;;;;;
Etanchéité;ETANCHEITE TEC. NOUV. APP. EMFI;ETILANE;06/1989;;3;Amiante;;;
PRODUCT;EVERITUBE;EVERMETIC;04/1984;;;;;;
PRODUCT;PONT A MOUSSON;EVERMETIC L;;;;;;;
Bitume;TREMCO;FIBERMAT;06/1994;;1;Chrysotile;;;
PRODUCT;BITUMES SPECIAUX;ISOLARM IGN MANUELL;;;;;;;
PRODUCT;BITUMES SPECIAUX;INSONARM 276.05;04/1995;;1;Amiante;;;
